27.7778 1.46626
27.9487 1.3681
28.1197 1.09202
28.2906 0.852761
28.4615 0.564417
28.6325 0.484663
28.8034 0.343558
28.9744 0.300613
29.1453 0.251534
29.3162 0.239264
29.4872 0.226994
29.6581 0.190184
29.8291 0.184049
30 0.196319
30.1709 0.202454
30.3419 0.196319
30.5128 0.208589
30.6838 0.226994
30.8547 0.202454
31.0256 0.196319
31.1966 0.208589
31.3675 0.214724
31.5385 0.214724
31.7094 0.214724
31.8803 0.226994
32.0513 0.319018
32.2222 0.423313
32.3932 0.730061
32.5641 1.03067
32.735 1.29448
32.906 1.28221
33.0769 1.11656
33.2479 0.98773
33.4188 0.846626
33.5897 0.625767
33.7607 0.460123
33.9316 0.355828
34.1026 0.325153
34.2735 0.294479
34.4444 0.233129
34.6154 0.233129
34.7863 0.214724
34.9573 0.202454
35.1282 0.196319
35.2991 0.214724
35.4701 0.214724
35.641 0.208589
35.812 0.208589
35.9829 0.208589
36.1538 0.190184
36.3248 0.190184
36.4957 0.177914
36.6667 0.177914
36.8376 0.177914
37.0085 0.251534
37.1795 0.331288
37.3504 0.601227
37.5214 0.852761
37.6923 1.1227
37.8632 1.23926
38.0342 1.1411
38.2051 1.09816
38.3761 0.865031
38.547 0.650307
38.7179 0.447853
38.8889 0.386503
39.0598 0.300613
39.2308 0.251534
39.4017 0.226994
39.5726 0.226994
39.7436 0.233129
39.9145 0.233129
40.0855 0.208589
40.2564 0.196319
40.4274 0.190184
40.5983 0.184049
40.7692 0.184049
40.9402 0.190184
41.1111 0.196319
41.2821 0.208589
41.453 0.208589
41.6239 0.208589
41.7949 0.214724
41.9658 0.226994
42.1368 0.288344
42.3077 0.349693
42.4786 0.582822
42.6496 0.877301
42.8205 1.1227
42.9915 1.15951
43.1624 1.01227
43.3333 0.93865
43.5043 0.754601
43.6752 0.582822
43.8462 0.490798
44.0171 0.386503
44.188 0.306748
44.359 0.245399
44.5299 0.245399
44.7009 0.239264
44.8718 0.220859
45.0427 0.202454
45.2137 0.190184
45.3846 0.202454
45.5556 0.220859
45.7265 0.220859
45.8974 0.208589
46.0684 0.196319
46.2393 0.184049
46.4103 0.184049
46.5812 0.171779
46.7521 0.171779
46.9231 0.184049
47.094 0.184049
47.265 0.245399
47.4359 0.374233
47.6068 0.546012
47.7778 0.993865
47.9487 1.03067
48.1197 1.01227
48.2906 0.957055
48.4615 0.797546
48.6325 0.699387
48.8034 0.601227
48.9744 0.423313
49.1453 0.306748
49.3162 0.276074
49.4872 0.263804
49.6581 0.257669
49.8291 0.233129
50 0.214724
50.1709 0.171779
50.3419 0.159509
50.5128 0.177914
50.6838 0.177914
50.8547 0.165644
51.0256 0.171779
51.1966 0.177914
51.3675 0.159509
51.5385 0.177914
51.7094 0.190184
51.8803 0.196319
52.0513 0.208589
52.2222 0.226994
52.3932 0.306748
52.5641 0.429448
52.735 0.766871
52.906 0.969325
53.0769 1.07975
53.2479 1.05521
53.4188 0.91411
53.5897 0.754601
53.7607 0.613497
53.9316 0.539877
54.1026 0.368098
54.2735 0.312883
54.4444 0.251534
54.6154 0.245399
54.7863 0.220859
54.9573 0.177914
55.1282 0.177914
55.2991 0.214724
55.4701 0.214724
55.641 0.208589
55.812 0.208589
55.9829 0.190184
56.1538 0.171779
56.3248 0.171779
56.4957 0.171779
56.6667 0.171779
56.8376 0.177914
57.0085 0.177914
57.1795 0.190184
57.3504 0.220859
57.5214 0.349693
57.6923 0.460123
57.8632 0.644172
58.0342 0.883436
58.2051 0.957055
58.3761 0.944785
58.547 0.723926
58.7179 0.662577
58.8889 0.546012
59.0598 0.380368
59.2308 0.343558
59.4017 0.257669
59.5726 0.233129
59.7436 0.184049
59.9145 0.171779
60.0855 0.184049
60.2564 0.184049
60.4274 0.196319
60.5983 0.177914
60.7692 0.147239
60.9402 0.147239
61.1111 0.147239
61.2821 0.147239
61.453 0.171779
61.6239 0.177914
61.7949 0.177914
61.9658 0.190184
62.1368 0.190184
62.3077 0.190184
62.4786 0.251534
62.6496 0.337423
62.8205 0.546012
62.9915 0.791411
63.1624 0.96319
63.3333 0.96319
63.5043 0.92638
63.6752 0.736196
63.8462 0.656442
64.0171 0.515337
64.188 0.429448
64.359 0.325153
64.5299 0.269939
64.7009 0.226994
64.8718 0.226994
65.0427 0.226994
65.2137 0.208589
65.3846 0.208589
65.5556 0.171779
65.7265 0.171779
65.8974 0.177914
66.0684 0.165644
66.2393 0.165644
66.4103 0.177914
66.5812 0.196319
66.7521 0.196319
66.9231 0.159509
67.094 0.159509
67.265 0.171779
67.4359 0.208589
67.6068 0.306748
67.7778 0.435583
67.9487 0.699387
68.1197 0.797546
68.2906 0.846626
68.4615 0.840491
68.6325 0.797546
68.8034 0.674847
68.9744 0.496933
69.1453 0.361963
69.3162 0.331288
69.4872 0.269939
69.6581 0.226994
69.8291 0.214724
70 0.202454
70.1709 0.177914
70.3419 0.190184
70.5128 0.190184
70.6838 0.177914
70.8547 0.171779
71.0256 0.171779
71.1966 0.171779
71.3675 0.147239
71.5385 0.141104
71.7094 0.134969
71.8803 0.134969
72.0513 0.128834
72.2222 0.141104
72.3932 0.165644
72.5641 0.239264
72.735 0.319018
72.906 0.558282
73.0769 0.687117
73.2479 0.828221
73.4188 0.865031
73.5897 0.852761
73.7607 0.717791
73.9316 0.607362
74.1026 0.466258
74.2735 0.355828
74.4444 0.300613
74.6154 0.251534
74.7863 0.214724
74.9573 0.202454
75.1282 0.184049
75.2991 0.165644
75.4701 0.171779
75.641 0.171779
75.812 0.159509
75.9829 0.147239
76.1538 0.165644
76.3248 0.165644
76.4957 0.165644
76.6667 0.165644
76.8376 0.165644
77.0085 0.165644
77.1795 0.165644
77.3504 0.171779
77.5214 0.208589
77.6923 0.251534
77.8632 0.398773
78.0342 0.570552
78.2051 0.779141
78.3761 0.822086
78.547 0.803681
78.7179 0.803681
78.8889 0.717791
79.0598 0.687117
79.2308 0.496933
79.4017 0.441718
79.5726 0.361963
79.7436 0.312883
79.9145 0.294479
80.0855 0.239264
80.2564 0.184049
80.4274 0.196319
80.5983 0.202454
81.453 0.208589
81.6239 0.214724
