0.940171 0.294479
1.11111 0.294479
1.28205 0.294479
1.45299 0.294479
1.62393 0.288344
1.79487 0.245399
1.96581 0.251534
2.13675 0.276074
2.30769 0.288344
2.47863 0.257669
2.64957 0.251534
2.82051 0.245399
2.99145 0.245399
3.16239 0.257669
3.33333 0.269939
3.50427 0.263804
3.67521 0.251534
3.84615 0.245399
4.01709 0.251534
4.18803 0.251534
4.35897 0.263804
4.52991 0.294479
4.70085 0.276074
4.87179 0.276074
5.04274 0.257669
5.21368 0.245399
5.38462 0.239264
5.55556 0.251534
5.7265 0.251534
5.89744 0.257669
6.06838 0.257669
6.23932 0.257669
6.41026 0.349693
6.5812 0.515337
7.09402 2.89571
7.26496 2.82822
7.4359 2.84049
7.60684 2.45399
7.77778 2.23313
7.94872 1.49693
8.11966 0.97546
8.2906 0.699387
8.46154 0.546012
8.63248 0.472393
8.80342 0.417178
8.97436 0.343558
9.1453 0.337423
9.31624 0.325153
9.48718 0.306748
9.65812 0.306748
9.82906 0.282209
10 0.257669
10.1709 0.245399
10.3419 0.269939
10.5128 0.263804
10.6838 0.239264
10.8547 0.239264
11.0256 0.276074
11.1966 0.269939
11.3675 0.251534
11.5385 0.361963
11.7094 0.546012
11.8803 0.883436
12.0513 1.33129
12.2222 1.54601
12.3932 1.84049
12.5641 1.93865
12.735 1.7546
12.906 1.42945
13.0769 1.09202
13.2479 0.779141
13.4188 0.607362
13.5897 0.460123
13.7607 0.380368
13.9316 0.325153
14.1026 0.288344
14.2735 0.288344
14.4444 0.300613
14.6154 0.306748
14.7863 0.294479
14.9573 0.276074
15.1282 0.263804
15.2991 0.257669
15.4701 0.245399
15.641 0.226994
15.812 0.226994
15.9829 0.233129
16.1538 0.226994
16.3248 0.226994
16.4957 0.263804
16.6667 0.300613
16.8376 0.521472
17.0085 0.871166
17.1795 1.29448
17.3504 1.4908
17.5214 1.77914
17.6923 1.79141
17.8632 1.56442
18.0342 1.32515
18.2051 1.03067
18.3761 0.693252
18.547 0.472393
18.7179 0.398773
18.8889 0.349693
19.0598 0.325153
19.2308 0.300613
19.4017 0.276074
19.5726 0.263804
19.7436 0.245399
19.9145 0.245399
20.0855 0.245399
20.2564 0.239264
20.4274 0.233129
20.5983 0.233129
20.7692 0.226994
20.9402 0.226994
21.1111 0.226994
21.2821 0.226994
21.453 0.226994
21.6239 0.226994
21.7949 0.319018
21.9658 0.570552
22.1368 0.797546
22.3077 1.23313
22.4786 1.44785
22.6496 1.56442
22.8205 1.46626
22.9915 1.37423
23.1624 1.06748
23.3333 0.766871
23.5043 0.515337
23.6752 0.435583
23.8462 0.361963
24.0171 0.312883
24.188 0.300613
24.359 0.276074
24.5299 0.233129
24.7009 0.226994
24.8718 0.226994
25.0427 0.226994
25.2137 0.233129
25.3846 0.233129
25.5556 0.233129
25.7265 0.233129
25.8974 0.184049
26.0684 0.184049
26.2393 0.208589
26.4103 0.226994
26.5812 0.226994
26.7521 0.251534
26.9231 0.361963
27.094 0.503067
27.265 0.815951
27.4359 1.20245
27.6068 1.28221
